tipo,pregunta,materia,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,opcion_f,correctas,respuesta_correcta,respuesta_modelo,criterios
abierta,¿Cuándo existe flagrancia?,Derecho,,,,,,,,Cuando una persona es detenida en el momento de cometer una conducta delictiva o bien cuando es perseguido ininterrumpida e inmediatamente después de ejecutarlo.,,
abierta,¿Es necesario ser autoridad para detener en flagrancia?,Derecho,,,,,,,,"No. En situaciones de flagrancia, inclusive un particular está facultado para capturar",,
abierta,¿Cuándo un juez puede ordenar una detención?,Derecho,,,,,,,,Cuando la Fiscalía solicita y presenta elementos materiales o información que fundamenta la razón para la captura.,,
abierta,¿La Fiscalía puede ordenar una captura?,Derecho,,,,,,,,"La Fiscalía podrá ordenar excepcionalmente capturas en casos de urgencia cuando I. Exista sospecha fundada de que el imputado ha participado en alguno de los delitos calificados como graves en el Código Penal del Estado; II. Exista riesgo fundado de que el imputado pueda sustraerse a la acción de la justicia, y III. Por razón de la hora, lugar o cualquier otra circunstancia, no pueda el Ministerio Público ocurrir ante autoridad judicial para solicitar la orden de aprehensión.",,
abierta,¿Cuáles son los derechos del detenido?,Derecho,,,,,,,,"A toda persona capturada se le debe informar, de manera inmediata, del hecho que se le atribuye y qué motivó su detención; del funcionario que la ordenó exhibiéndole, en su caso, la orden emitida; del derecho a indicar la persona a quien se deba comunicar su aprehensión; del derecho que tiene a guardar silencio y del derecho que tiene a designar y a entrevistarse con un abogado.",,
abierta,¿Cuál es el procedimiento cuando se detiene a una persona?,Derecho,,,,,,,,"Cuando sea una autoridad la que realice la captura deberá conducirla inmediatamente ante la Fiscalía. Si es un particular, se debe conducir al aprehendido en el término de la distancia ante cualquier autoridad de policía o al Ministerio Público.",,
abierta,"¿Y, seguidamente, qué debe hacer el Fiscal?",Derecho,,,,,,,,"Si el delito no tiene prisión preventiva, debe dejarlo en libertad y si procede la detención debe legalizar la captura ante un Juez de Control dentro de un plazo máximo de 48 horas y solicitar a éste, en caso de ser procedente, la prisión preventiva.",,
abierta,¿Qué es una medida cautelar?,Derecho,,,,,,,,"Es una decisión adoptada por un Juez de Control, a petición de la Fiscalía, por medio de la cual afecta derechos fundamentales de un procesado, cuando advierte que, de los antecedentes y de la información con que se cuenta, se pueda inferir que el imputado puede ser autor o partícipe de la conducta delictiva que se investiga. La medida se impone siempre y cuando se cumpla alguno de los siguientes requisitos: Que sea necesaria para evitar que el procesado obstruya la justicia; que el imputado constituya un peligro para la sociedad o para la víctima o que resulte probable que el imputado no comparecerá al proceso.",,
abierta,¿Cuáles son las medidas cautelares privativas de la libertad?,Derecho,,,,,,,,La prisión preventiva en establecimiento de reclusión y el arresto domiciliario.,,
abierta,¿Cuáles son las medidas de aseguramiento no privativas de la libertad?,Derecho,,,,,,,,"La obligación de someterse a un mecanismo de vigilancia electrónica o de una persona o institución determinada; la obligación de presentarse o cuando sea requerido; la prohibición de salir del país o de un determinado ámbito territorial, y la prohibición de concurrir a ciertos lugares o de comunicarse con determinadas personas, en especial con las víctimas.",,
abierta,¿La Fiscalía puede practicar pruebas?,Derecho,,,,,,,,"No. Las pruebas, salvo la anticipada, se practican ante el Tribunal de juicio oral, en el escenario de un juicio público, oral y concentrado, donde la Fiscalía presenta sus elementos materiales y evidencia física contra el acusado al juez, pidiéndole que las acepte como prueba.",,
abierta,"Si la Fiscalía no puede practicar pruebas, ¿cómo realiza la investigación?",Derecho,,,,,,,,La Fiscalía se dedica a la búsqueda de evidencias o datos de prueba y a obtener información sobre el delito y sus posibles responsables y para ello cuenta con los actos de investigación.,,
abierta,¿Cuáles son los datos de prueba?,Derecho,,,,,,,,"Huellas, rastros, manchas, residuos, vestigios, armas, instrumentos u objetos utilizados para su ejecución; dinero, bienes y otros efectos provenientes de la actividad criminal; documentos, fotografías, videos, mensajes de datos, correo electrónico y fax, entre otros.",,
abierta,¿En qué consiste el principio de oportunidad?,Derecho,,,,,,,,"Es la facultad que tiene la Fiscalía para suspender, interrumpir o renunciar a la persecución penal en casos particulares. En un sistema acusatorio, el fiscal tiene la responsabilidad de acusar y puede declinar esta responsabilidad en nombre de la justicia, suspendiendo, interrumpiendo o renunciando a la acción penal.",,
abierta,¿En el anterior sistema existía el principio de oportunidad?,Derecho,,,,,,,,No. La Fiscalía tenía la obligación de ejercer la acción penal ante las conductas que advertía como delictivas y no podía renunciar a su ejercicio.,,
abierta,¿Qué ventajas tiene el principio de oportunidad?,Derecho,,,,,,,,"El Estado, a través de la Fiscalía, dedica sus esfuerzos a investigar los delitos de mayor impacto social. Se ocupa de lo más importante en una valoración de costo-beneficio, sin dejar de procurar que el daño se repare.",,
abierta,¿En qué casos procede la aplicación del principio de oportunidad?,Derecho,,,,,,,,"En los delitos con penas menores; cuando exista una escasa afectación a bienes jurídicos; como beneficio por colaboración con la justicia, entre otros.",,
abierta,¿Qué impugnaciones existen cuando la Fiscalía ejerce el principio de oportunidad?,Derecho,,,,,,,,"Impugnación ante el superior jerárquico del fiscal investigador y control judicial en el cual los Jueces de Control, en audiencia donde intervienen las víctimas y el Ministerio Público, realizan una audiencia para verificar la legalidad en la aplicación del Principio de Oportunidad.",,
abierta,¿Cuáles son las audiencias en el Sistema Penal Acusatorio?,Derecho,,,,,,,,"La de control de detención, la audiencia de formulación de imputación, la de vinculación a proceso y lectura de sentencia.",,
abierta,¿Qué es la audiencia de formulación de imputación?,Derecho,,,,,,,,"Se realiza ante un Juez de Control y en ella la Fiscalía le comunica a la persona que se le está adelantando una investigación sobre definidos hechos punibles, para que ésta ejerza el derecho de defensa.",,
abierta,¿En qué consiste el escrito de acusación?,Derecho,,,,,,,,"Es un escrito por medio del cual la Fiscalía formaliza, ante el Juez de control, una acusación en relación con una o varias personas, cuando estima que la investigación proporciona fundamento para someter a juicio público al imputado.",,
abierta,¿En qué consiste la audiencia intermedia?,Derecho,,,,,,,,Prepara la realización de la audiencia del juicio oral. Las partes enuncian las pruebas que van a hacer valer en el juicio y el juez admite o excluye las que pueden practicarse.,,
abierta,¿En qué consiste la audiencia de juicio oral?,Derecho,,,,,,,,"Es el escenario más importante del sistema acusatorio. Allí, ante el Tribunal de Juicio oral, en un juicio público, oral y concentrado, las partes (Fiscalía y defensa) ofrecen las pruebas, las cuales se practican, controvierten y argumentan ante el Tribunal. Concluido el debate probatorio, el Tribunal delibera y posteriormente anuncia el sentido del fallo (absolutorio o condenatorio).",,
abierta,¿Qué es una audiencia de individualización de penal medida de seguridad y la reparación del daño?,Derecho,,,,,,,,Si el fallo es condenatorio se hace una valoración de las condiciones del sentenciado para establecer la pena o medida de seguridad que le corresponde y la reparación del daño.,,
abierta,¿Qué son los delitos perseguibles a petición de parte?,Derecho,,,,,,,,"Son aquellos delitos que solo revisten interés individual o para un grupo reducido y por lo tanto, sólo se activan por la querella o denuncia del interesado.",,
abierta,¿Qué son los Mecanismos alternativos de solución de conflictos?,Derecho,,,,,,,,Buscan el arreglo o solución al conflicto surgido entre las personas sin intervención de los órganos jurisdiccionales.,,
abierta,¿Qué es un defensor Público?,Derecho,,,,,,,,"Abogado designado por la autoridad judicial o por el Ministerio Público, cuando el sindicado no ha nombrado defensor para que lo asista.",,
abierta,¿Pueden los jueces en el nuevo sistema decretar la práctica de pruebas de oficio como ocurría en el anterior sistema?,Derecho,,,,,,,,"El juez no puede ordenar pruebas de oficio, pues perdería su imparcialidad. Las pruebas son de iniciativa de las partes. El juez puede hacer preguntas aclaratorias los testigos.",,
abierta,¿En qué consiste la prueba anticipada?,Derecho,,,,,,,,"Cuando hay peligro de perder evidencias antes del juicio o es imposible aducir una prueba en el juicio oral, se admite la posibilidad de practicarla en forma anticipada ante el Juez de Control Por ejemplo, cuando un testigo tiene una enfermedad terminal y se considera que no va a sobrevivir para el momento del juicio oral. La prueba anticipada es practicada como si fuera durante un juicio oral, es decir, con la participación de las partes, contradicción y ante un juez imparcial, que es el de control.",,
abierta,¿Cuál es el papel del Tribunal de Juicio oral en la audiencia del juicio oral?,Derecho,,,,,,,,"Decidir la controversia –si la evidencia muestra o no más allá de una duda razonable la responsabilidad penal del acusado–. Escuchar de manera imparcial el testimonio, la presentación y la contradicción de pruebas por las partes. Dirigir y coordinar toda la audiencia. Es el destinatario de las pruebas. Vela por que las intervenciones de las partes y testigos se hagan de conformidad con la ley. Decide sobre las objeciones u oposiciones a las preguntas y cuando termina la audiencia anuncia el sentido del fallo.",,
abierta,¿Los testigos deben ser preparados por las partes antes de que rindan su testimonio en el juicio oral?,Derecho,,,,,,,,"Sí. Los deben preparar, pero no en el sentido de crear su testimonio o dirigir lo que debe testificar o para que falten a la verdad, sino para ilustrarlos sobre el procedimiento y las reglas que han de seguirse; los efectos jurídicos de su declaración; cuál va a ser el papel del interrogador, del contrainterrogador, del juez y del Ministerio Público; sus derechos y deberes; resaltar que la verdad está por encima de cualquier otra consideración; advertirle que no debe emitir opiniones y prever preguntas de la otra parte, entre otros aspectos.",,
abierta,¿Cómo se desarrolla la declaración del testigo en el juicio oral?,Derecho,,,,,,,,"Se le recibe el juramento de no faltar a la verdad. Seguidamente, la parte que ofreció la prueba lo interroga y después la otra parte, si lo desea, lo contrainterroga. Todos los testigos se someten a preguntas y contra preguntas, investigativa y testimonial contra otros delincuentes y propiciar la reparación efectiva de los daños y perjuicios causados.",,
abierta,¿Cuál ha sido el mayor impacto del Sistema Penal Acusatorio en la sociedad?,Derecho,,,,,,,,"La agilidad y rapidez son los mayores impactos con los que cuenta el nuevo sistema para administrar justicia. Sin duda, el desenvolvimiento por medio de audiencias permite que los medios de comunicación pongan en conocimiento de la comunidad los casos, como una manera de controlar colectivamente la calidad del trabajo de los jueces, fiscales, abogados y procuradores. Este sistema promueve a los buenos funcionarios y abogados, pero también pone en evidencia a los actores que no se preparan para hacer su trabajo en audiencia.",,
abierta,¿Cómo han sido los resultados del Sistema Penal Acusatorio en materia de eficacia y garantía?,Derecho,,,,,,,,"Casos que en el sistema mixto se resolvían en años ahora se resuelven en meses. A pesar de las dificultades que entraña esta nueva forma de proceder, ya se han logrado éxitos en casos por homicidio, terrorismo y narcotráfico. Por otra parte, las personas tienen mayor confianza en la administración de justicia penal, pues aunque se sientan perseguidas por la Policía y la Fiscalía, al final confían en los controles posteriores de los jueces.",,
abierta,¿Cómo se inicia el Derecho Penal?,Derecho,,,,,,,,"El hombre ve reflejados sus primarios instintos, que lo llevan a proteger con violencia sus intereses particulares y la búsqueda del orden social a través de normas de conducta, castigando actos que ofendían a la comunidad.",,
abierta,¿En qué etapas se divide la evolución del Derecho Penal?,Derecho,,,,,,,,• Venganza privada • Venganza divina • Venganza familiar • Venganza publica • Humanística • Científica,,
abierta,¿Cuáles son las características de cada una de ellas?,Derecho,,,,,,,,"• Venganza privada: El hombre, ante una agresión recibida obtiene satisfacción mediante otro acto violento. El ofendido realizaba su venganza por propia mano, de manera desproporcional. • Venganza divina: El delito era causa de descontento de los dioses; los jueces y tribunales juzgaban en nombre de la divinidad ofendida, pronunciando sentencias e imponiendo penas para satisfacer su ira. • Venganza familiar: Aparece la ley del Talion, haciendo un esfuerzo para evitar la desproporción de la fuerza del ofendido; el grupo familiar del afectado realiza el acto de justicia causando igual daño al ofensor. • Venganza publica: Imposición por parte del representante de la autoridad de la comunidad, se caracteriza por aplicarse con severidad. • Humanística: Movimiento humanitario de las penas y de los sistemas penales; benevolencia en el tratamiento de los delincuentes, formas mas humanas en la investigación de los delitos, castigos menos excesivos y mejores diseños de prisiones. • Científica: Surge la orientación científica en la prevención, investigación de los delitos, personalidad del delincuente, peligrosidad y ocupación para su rehabilitación",,
abierta,¿Cuáles son las escuelas jurídico penales?,Derecho,,,,,,,,"Clásica, positiva, sociológica, técnico jurídica y crítica.",,
abierta,Establece las características de la escuela clásica:,Derecho,,,,,,,,• Establece que todos los hombres nacimos con la capacidad para actuar. • Niega el determinismo o la predisposición hacia el delito. • La ley debe aplicarse de la misma manera a todos los hombres por igual. • El hombre tiene una responsabilidad de tipo moral por su libre albedrío. • Utiliza el método deductivo en la investigación. • La pena debe ser en proporción al delito cometido.,,
abierta,Establece las características de la escuela positiva:,Derecho,,,,,,,,"• Niega el libre albedrío. • Afirma que el hombre no escoge libremente y de manera consiente sobre el bien y el mal. • El punto de mira de la justicia penal es el delincuente, pues el delito no es otra cosa que un sistema revelador un estado peligroso.",,
abierta,Establece las características de la escuela sociológica:,Derecho,,,,,,,,"• La pena tiene como fin conservar el orden jurídico. • Concibe al delito como fenómeno jurídico natural. • Afirma que la pena es una necesidad. • Los factores criminológicos son individuales, físicos, sociales y económicos. • Estima la peligrosidad e inimputabilidad del delincuente. • La pena funciona para prevenir y readaptar al delincuente.",,
abierta,Establece las características de la escuela técnico jurídica:,Derecho,,,,,,,,"• El delincuente es el objeto de la máxima preocupación científica de la justicia. • El delito es una manifestación de la personalidad del delincuente y hay que readaptar a éste a la sociedad corrigiendo sus inclinaciones viciosas. • La corrección es el pivote sobre el cual gira este nuevo período. • La pena como sufrimiento carece de sentido; lo que importa es su eficacia, dado aquel fin.",,
abierta,Establece las características de la escuela ecléctica:,Derecho,,,,,,,,• Niega el libre albedrío. • Afirma que el delito es un hecho individual y social. • Considera la responsabilidad moral. • Distingue entre imputables e inimputables.,,
abierta,¿Cuáles eran los delitos más comunes en la época precortesiana y cómo se castigaban?,Derecho,,,,,,,,"• Delitos Principales : Alcahuetería, Peculado, Cohecho de jueces, Traición en guerra, Deserción, Adulterio, Homicidio, Espionaje, etc. • Penas más Aplicadas: La de muerte: (ahorcadura, hoguera, degüello, descuartizamiento, desollamiento), Esclavitud, Castigos Infamantes, Penas Corporales, Destierro, Encarcelamiento.",,
abierta,¿Dónde surge el primer Código Penal y cuándo lo promulgaron?,Derecho,,,,,,,,"Código Penal para el estado de Veracruz (1869) - Código Penal de 1871, conocido como “Código de Martínez Castro” Vigente hasta 1929 y con influencia de la escuela Clásica.",,
abierta,"¿Cuáles son las principales características del derecho precortesiano, colonial eindependiente?",Derecho,,,,,,,,"el derecho de los indígenas tenía figuras igual o más adelantadas que la de los colonizadores. Antes de la Conquista, debido a la religiosidad y severa educación de los habitantes del territorio de lo que hoy es México, el crimen era un fenómeno poco común, ya que el castigo resultaba Muy Severo. • Colonial: Las manifestaciones de la cultura indígena fueron abolidas y se impusieron las del pueblo conquistador; las leyes de las Indias fueron el principal cuerpo legal de la colonia. • Independiente: Después de la independencia, empiezan a promulgarse leyes con influencia de la legislación colonial, las cuales eran aplicables a falta de ley nueva.",,
abierta,¿Cuáles son las fuentes del derecho en general?,Derecho,,,,,,,,"• Reales: Causa que hace necesaria la creación de la norma; factores y elementos que determinan el contenido de tales normas. • Formales: Procesos de creación de las normas jurídicas; ley jurisprudencia, costumbre, doctrina y principios generales de derecho. • Históricas: Medios objetivos en los cuales se contienen las normas jurídicas; códices en que se encuentran antiguas normas derogadas.",,
abierta,¿Cuál es la fuente del Derecho Penal?,Derecho,,,,,,,,"La constitución, el apego a la ley penal; códigos penales de cada estado, tratados internacionales, leyes especiales locales y federales y jurisprudencia.",,
abierta,¿Cuáles son las fuentes de producción y las fuentes de conocimiento?,Derecho,,,,,,,,"• Fuentes de producción: Órgano que produce la norma jurídica, mediante su ficción legislativa. • Fuentes de conocimiento: Instrumentos legislativos en que está plasmada la ley penal, mientras que deben ser objeto de interpretación y aplicación en el ejercicio de la función jurisdiccional.",,
abierta,¿Qué dispone el artículo 14 Constitucional?,Derecho,,,,,,,,"“En los juicios del orden criminal queda prohibido imponer, por simple analogía y aun por mayoría de razón, pena alguna que no esté decretada por una ley exactamente aplicable al delito de que se trata”.",,
abierta,¿Qué significa interpretar?,Derecho,,,,,,,,"Interpretar la ley significa precisar su sentido, la necesidad de interpretación deriva de la naturaleza misma de las características de abstracción, generalidad e impersonalidad que observa.",,
abierta,¿Cómo se clasifica la interpretación de la ley?,Derecho,,,,,,,,• Por su origen (los sujetos que la realizan) • Según sus resultados,,
abierta,En razón al método la interpretación de la ley puede ser:,Derecho,,,,,,,,"• Histórica: La norma debe entenderse en relación con el momento que se creo considerando las circunstancias y el porque y para que se creó. • Gramatical: Esclarece la norma según el sentido estrictamente literal de la disposición. • Lógica: Consiste en revisar las circunstancias imperantes en el momento en que se creo la norma, conocer la exposición de motivos respectiva y saber que factores influían en la sociedad en aquel momento. • Sistemática: Implica conocer y comprender todo el cuerpo legal a que pertenece la norma por interpretar para no considerarla aisladamente. • Analógica: Consiste en interpretar la norma de manera que se recurra a normas o casos similares entre si, a fin de desentrañar su sentido.",,
abierta,¿Cuál es la interpretación de la ley por sus resultados y explique cada una de ellas?,Derecho,,,,,,,,• Declarativa: coincide la voluntad de la ley con la letra de esta. • Extensiva: la intención de la ley es mayor que la expresada en texto. • Restrictiva: el texto legal expresa más de lo que pretendió el legislador. • Progresiva: adecua el texto de la ley a las necesidades imperantes.,,
abierta,¿Cómo puede ser la interpretación en razón de su origen?,Derecho,,,,,,,,• Doctrinal o privada: Es la que realizan los particulares • Auténtica o legislativa: Es la que realiza el legislador para precisar o aclarar el significado de la norma jurídica. • Judicial o jurisdiccional: Es la que realizan los juzgadores con el fin de aplicar la norma jurídica a los casos concretos.,,
abierta,¿En qué consiste la analogía de la ley?,Derecho,,,,,,,,En extender una norma jurídica que regula un determinado hecho a otro no previsto en ella.,,
abierta,¿Cuáles son los ámbitos de validez de la Ley Penal?,Derecho,,,,,,,,"Material, temporal, personal y espacial.",,
abierta,¿Cuál es el reparto de la competencia en órdenes legislativos?,Derecho,,,,,,,,Federal y común.,,
abierta,¿Principios para resolver los problemas sobre la aplicabilidad de las leyes penales?,Derecho,,,,,,,,"Territorial, persona, real y universal.",,
abierta,¿En qué casos se aplica la extraterritorialidad?,Derecho,,,,,,,,"• Delitos que se preparen o hagan fuera de México pero que produzca efectos en México. • Delitos cometidos en embajadas o en contra de funcionarios que en ellas laboran. • Delitos cometidos en contra de las embarcaciones y aeronaves, mercantiles u oficiales del Estado.",,
abierta,¿Cómo se define la territorialidad?,Derecho,,,,,,,,Aplicación de la ley en el territorio donde esta misma fue creada; emana en virtud de la soberanía de cada estado por lo que debe tener aplicabilidad en su propio territorio y no en otro.,,
abierta,¿Qué es la extradición y cuáles son sus formas?,Derecho,,,,,,,,"Es la entrega que hace un estado a otro de un condenado o acusado que se ha refugiado en aquél. • Activa: Hace referencia al que solicita la entrega del delincuente. • Pasiva: Entrega del delincuente por parte del país donde se refugió. • Espontánea: El país donde se encuentra el delincuente lo entrega al país donde es perseguido y donde corresponde ser juzgado por algún delito; sin existir requerimiento del país receptor. • Voluntaria: El propio delincuente se entrega a su estado de origen. • De paso o de tránsito: Es el permiso que otorga un Estado por el hecho de que el delincuente pase por su territorio, al dirigirse al Estado donde cometió el delito en virtud de la extradición.",,
abierta,¿Cuáles son los requisitos para la extradición de un delincuente?,Derecho,,,,,,,,• Que el hecho imputado este expresamente previsto dentro del catálogo de delitos que puedan ser materia de Extradición. • Que se encuentre viva la acción penal para perseguirlo. • Que la pena que corresponde al mismo no sea menor de un año se prisión. • Sólo por delitos perseguibles de oficio.,,
abierta,¿Cómo se define la expulsión?,Derecho,,,,,,,,"Hacer abandonar el territorio nacional, inmediatamente y sin necesidad de juicio previo, a todo extranjero cuya permanencia juzgue inconveniente, facultad discrecional otorgada al ejecutivo de la unión.",,
abierta,¿Qué es el Derecho Penal?,Derecho,,,,,,,,Conjunto de reglas jurídicas establecidas por el Estado que asocian el crimen como hecho a la pena como legítima consecuencia; indican las medidas de seguridad y señalan las formas para su aplicación.,,
